genres,id,keywords,title,overview,cast,director,combined
"['action', 'sciencefiction', 'adventure']",34851,"['hunter', 'predator', 'yakuza']",predators,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted.","['tophergrace', 'alicebraga', 'laurencefishburne']",nimródantal,"[ ' h u n t e r ' ,   ' p r e d a t o r ' ,   ' y a k u z a ' ] [ ' t o p h e r g r a c e ' ,   ' a l i c e b r a g a ' ,   ' l a u r e n c e f i s h b u r n e ' ] nimródantal [ ' a c t i o n ' ,   ' s c i e n c e f i c t i o n ' ,   ' a d v e n t u r e ' ]"
"['comedy', 'crime', 'drama']",9930,"['courtcase', 'client', 'lawyer']",legal eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.","['robertredford', 'debrawinger', 'darylhannah']",ivanreitman,"[ ' c o u r t c a s e ' ,   ' c l i e n t ' ,   ' l a w y e r ' ] [ ' r o b e r t r e d f o r d ' ,   ' d e b r a w i n g e r ' ,   ' d a r y l h a n n a h ' ] ivanreitman [ ' c o m e d y ' ,   ' c r i m e ' ,   ' d r a m a ' ]"
"['thriller', 'mystery']",1586,"['alcohol', 'adultery', 'detective']",secret window,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.","['johnnydepp', 'johnturturro', 'timothyhutton']",davidkoepp,"[ ' a l c o h o l ' ,   ' a d u l t e r y ' ,   ' d e t e c t i v e ' ] [ ' j o h n n y d e p p ' ,   ' j o h n t u r t u r r o ' ,   ' t i m o t h y h u t t o n ' ] davidkoepp [ ' t h r i l l e r ' ,   ' m y s t e r y ' ]"
"['romance', 'drama', 'mystery']",2044,"['chicago', 'writing', 'architect']",the lake house,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.","['keanureeves', 'sandrabullock', 'shohrehaghdashloo']",alejandroagresti,"[ ' c h i c a g o ' ,   ' w r i t i n g ' ,   ' a r c h i t e c t ' ] [ ' k e a n u r e e v e s ' ,   ' s a n d r a b u l l o c k ' ,   ' s h o h r e h a g h d a s h l o o ' ] alejandroagresti [ ' r o m a n c e ' ,   ' d r a m a ' ,   ' m y s t e r y ' ]"
"['drama', 'horror', 'mystery']",9913,"['nurse', 'secret', 'dream']",the skeleton key,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,"['katehudson', 'genarowlands', 'petersarsgaard']",iainsoftley,"[ ' n u r s e ' ,   ' s e c r e t ' ,   ' d r e a m ' ] [ ' k a t e h u d s o n ' ,   ' g e n a r o w l a n d s ' ,   ' p e t e r s a r s g a a r d ' ] iainsoftley [ ' d r a m a ' ,   ' h o r r o r ' ,   ' m y s t e r y ' ]"
"['fantasy', 'drama', 'comedy']",71864,"['green', 'dodgeball', 'incredibile']",the odd life of timothy green,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.","['jennifergarner', 'joeledgerton', 'ronlivingston']",peterhedges,"[ ' g r e e n ' ,   ' d o d g e b a l l ' ,   ' i n c r e d i b i l e ' ] [ ' j e n n i f e r g a r n e r ' ,   ' j o e l e d g e r t o n ' ,   ' r o n l i v i n g s t o n ' ] peterhedges [ ' f a n t a s y ' ,   ' d r a m a ' ,   ' c o m e d y ' ]"
"['comedy', 'romance']",10761,"['scotland', ""loveofone'slife"", 'ladykiller']",made of honor,"Tom and Hannah have been platonic friends for 10 years. He's a serial dater, while she wants marriage but hasn't found Mr. Right. Just as Tom is starting to think that he is relationship material after all, Hannah gets engaged. When she asks Tom to be her 'maid' of honor, he reluctantly agrees just so he can attempt to stop the wedding and woo her.","['patrickdempsey', 'michellemonaghan', 'kevinmckidd']",paulweiland,"[ ' s c o t l a n d ' ,   "" l o v e o f o n e ' s l i f e "" ,   ' l a d y k i l l e r ' ] [ ' p a t r i c k d e m p s e y ' ,   ' m i c h e l l e m o n a g h a n ' ,   ' k e v i n m c k i d d ' ] paulweiland [ ' c o m e d y ' ,   ' r o m a n c e ' ]"
"['music', 'drama']",209451,"['biography', 'basedonplay']",jersey boys,"From director Clint Eastwood comes the big-screen version of the Tony Award-winning musical Jersey Boys. The film tells the story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons. The story of their trials and triumphs are accompanied by the songs that influenced a generation, including “Sherry,” “Big Girls Don’t Cry,” “Walk Like a Man,” “Rag Doll,” and many more.","['christopherwalken', 'vincentpiazza', 'freyatingley']",clinteastwood,"[ ' b i o g r a p h y ' ,   ' b a s e d o n p l a y ' ] [ ' c h r i s t o p h e r w a l k e n ' ,   ' v i n c e n t p i a z z a ' ,   ' f r e y a t i n g l e y ' ] clinteastwood [ ' m u s i c ' ,   ' d r a m a ' ]"
"['drama', 'crime', 'thriller']",11975,"['jurors', 'proof', 'courtcase']",the rainmaker,"When Rudy Baylor (Matt Damon), a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company (represented by a ruthless Jon Voight). But to take on corporate America, Rudy and a scrappy paralegal (Danny DeVito) must open their own law firm.","['mattdamon', 'dannydevito', 'jonvoight']",francisfordcoppola,"[ ' j u r o r s ' ,   ' p r o o f ' ,   ' c o u r t c a s e ' ] [ ' m a t t d a m o n ' ,   ' d a n n y d e v i t o ' ,   ' j o n v o i g h t ' ] francisfordcoppola [ ' d r a m a ' ,   ' c r i m e ' ,   ' t h r i l l e r ' ]"
"['horror', 'thriller']",4970,"['amnesia', 'mentalinstitution', 'patient']",gothika,"After a car crash, a criminal psychologist (Halle Berry) comes to, only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband -- but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.","['halleberry', 'robertdowneyjr.', 'charless.dutton']",mathieukassovitz,"[ ' a m n e s i a ' ,   ' m e n t a l i n s t i t u t i o n ' ,   ' p a t i e n t ' ] [ ' h a l l e b e r r y ' ,   ' r o b e r t d o w n e y j r . ' ,   ' c h a r l e s s . d u t t o n ' ] mathieukassovitz [ ' h o r r o r ' ,   ' t h r i l l e r ' ]"
"['drama', 'history', 'mystery']",11831,"['cuba', 'mutiny', 'slavery']",amistad,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.","['morganfreeman', 'nigelhawthorne', 'anthonyhopkins']",stevenspielberg,"[ ' c u b a ' ,   ' m u t i n y ' ,   ' s l a v e r y ' ] [ ' m o r g a n f r e e m a n ' ,   ' n i g e l h a w t h o r n e ' ,   ' a n t h o n y h o p k i n s ' ] stevenspielberg [ ' d r a m a ' ,   ' h i s t o r y ' ,   ' m y s t e r y ' ]"
['adventure'],9096,"['medicine', 'ant', 'research']",medicine man,"An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a ""mere woman,"" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research, and they eventually learn to work together, and begin falling in love.","['seanconnery', 'lorrainebracco', 'joséwilker']",johnmctiernan,"[ ' m e d i c i n e ' ,   ' a n t ' ,   ' r e s e a r c h ' ] [ ' s e a n c o n n e r y ' ,   ' l o r r a i n e b r a c c o ' ,   ' j o s é w i l k e r ' ] johnmctiernan [ ' a d v e n t u r e ' ]"
"['fantasy', 'action', 'sciencefiction']",440,"['predator', 'nationalguard', 'hybrid']",aliens vs predator: requiem,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.","['stevenpasquale', 'reikoaylesworth', 'johnortiz']",colinstrause,"[ ' p r e d a t o r ' ,   ' n a t i o n a l g u a r d ' ,   ' h y b r i d ' ] [ ' s t e v e n p a s q u a l e ' ,   ' r e i k o a y l e s w o r t h ' ,   ' j o h n o r t i z ' ] colinstrause [ ' f a n t a s y ' ,   ' a c t i o n ' ,   ' s c i e n c e f i c t i o n ' ]"
"['comedy', 'family']",11011,"['family', 'liferaft', 'privateplane']",ri¢hie ri¢h,"Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.","['macaulayculkin', 'johnlarroquette', 'edwardherrmann']",donaldpetrie,"[ ' f a m i l y ' ,   ' l i f e r a f t ' ,   ' p r i v a t e p l a n e ' ] [ ' m a c a u l a y c u l k i n ' ,   ' j o h n l a r r o q u e t t e ' ,   ' e d w a r d h e r r m a n n ' ] donaldpetrie [ ' c o m e d y ' ,   ' f a m i l y ' ]"
"['drama', 'romance']",10641,"['newlove', ""loveofone'slife"", 'unexpectedhappiness']",autumn in new york,"Autumn in New York follows the sexual exploits of Will Keane - New York restaurateur, infamous verging-on-50 playboy, master of the no-commitment seduction - until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21 year-old free spirit yearning to get out and taste the excitement of adult life.","['richardgere', 'winonaryder', 'anthonylapaglia']",joanchen,"[ ' n e w l o v e ' ,   "" l o v e o f o n e ' s l i f e "" ,   ' u n e x p e c t e d h a p p i n e s s ' ] [ ' r i c h a r d g e r e ' ,   ' w i n o n a r y d e r ' ,   ' a n t h o n y l a p a g l i a ' ] joanchen [ ' d r a m a ' ,   ' r o m a n c e ' ]"
"['comedy', 'music', 'romance']",11172,"['popstar', 'song', 'romanticcomedy']",music and lyrics,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.","['drewbarrymore', 'hughgrant', 'scottporter']",marclawrence,"[ ' p o p s t a r ' ,   ' s o n g ' ,   ' r o m a n t i c c o m e d y ' ] [ ' d r e w b a r r y m o r e ' ,   ' h u g h g r a n t ' ,   ' s c o t t p o r t e r ' ] marclawrence [ ' c o m e d y ' ,   ' m u s i c ' ,   ' r o m a n c e ' ]"
"['adventure', 'comedy', 'sciencefiction']",39513,"['sandiego', 'area51', 'alienspacecraft']",paul,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.","['sethrogen', 'simonpegg', 'nickfrost']",gregmottola,"[ ' s a n d i e g o ' ,   ' a r e a 5 1 ' ,   ' a l i e n s p a c e c r a f t ' ] [ ' s e t h r o g e n ' ,   ' s i m o n p e g g ' ,   ' n i c k f r o s t ' ] gregmottola [ ' a d v e n t u r e ' ,   ' c o m e d y ' ,   ' s c i e n c e f i c t i o n ' ]"
['comedy'],82687,"['inventor', 'roadtrip', 'guilt']",the guilt trip,An inventor and his mom hit the road together so he can sell his latest invention.,"['sethrogen', 'barbrastreisand', 'yvonnestrahovski']",annefletcher,"[ ' i n v e n t o r ' ,   ' r o a d t r i p ' ,   ' g u i l t ' ] [ ' s e t h r o g e n ' ,   ' b a r b r a s t r e i s a n d ' ,   ' y v o n n e s t r a h o v s k i ' ] annefletcher [ ' c o m e d y ' ]"
"['horror', 'mystery']",41446,"['sheriff', 'book', 'knife']",scream 4,"Sidney Prescott, now the author of a self-help book, returns home to Woodsboro on the last stop of her book tour. There she reconnects with Sheriff Dewey and Gale, who are now married, as well as her cousin Jill and her Aunt Kate. Unfortunately, Sidney's appearance also brings about the return of Ghostface, putting Sidney, Gale, and Dewey, along with Jill, her friends, and the whole town of Woodsboro in danger.","['davidarquette', 'nevecampbell', 'courteneycox']",wescraven,"[ ' s h e r i f f ' ,   ' b o o k ' ,   ' k n i f e ' ] [ ' d a v i d a r q u e t t e ' ,   ' n e v e c a m p b e l l ' ,   ' c o u r t e n e y c o x ' ] wescraven [ ' h o r r o r ' ,   ' m y s t e r y ' ]"
"['thriller', 'crime', 'mystery']",8224,"['pornography', 'pornactor', 'lossofdaughter']",8mm,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.","['nicolascage', 'joaquinphoenix', 'jamesgandolfini']",joelschumacher,"[ ' p o r n o g r a p h y ' ,   ' p o r n a c t o r ' ,   ' l o s s o f d a u g h t e r ' ] [ ' n i c o l a s c a g e ' ,   ' j o a q u i n p h o e n i x ' ,   ' j a m e s g a n d o l f i n i ' ] joelschumacher [ ' t h r i l l e r ' ,   ' c r i m e ' ,   ' m y s t e r y ' ]"
"['drama', 'music']",10537,"['hippie', 'poetry', 'sex']",the doors,"The story of the famous and influential 1960's rock band and its lead singer and composer, Jim Morrison.","['valkilmer', 'megryan', 'kylemaclachlan']",oliverstone,"[ ' h i p p i e ' ,   ' p o e t r y ' ,   ' s e x ' ] [ ' v a l k i l m e r ' ,   ' m e g r y a n ' ,   ' k y l e m a c l a c h l a n ' ] oliverstone [ ' d r a m a ' ,   ' m u s i c ' ]"
['comedy'],225886,"['marriage', 'internet', 'relationship']",sex tape,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.","['camerondiaz', 'jasonsegel', 'robcorddry']",jakekasdan,"[ ' m a r r i a g e ' ,   ' i n t e r n e t ' ,   ' r e l a t i o n s h i p ' ] [ ' c a m e r o n d i a z ' ,   ' j a s o n s e g e l ' ,   ' r o b c o r d d r y ' ] jakekasdan [ ' c o m e d y ' ]"
